Soil Moisture,Temperature, Soil Humidity,Time,Status
37,25,58,28,OFF
69,37,28,16,OFF
88,44,26,92,OFF
5,20,48,4,ON
2,11,68,86,ON
33,11,23,12,ON
67,11,68,23,OFF
90,32,48,48,ON
28,17,50,3,ON
42,2,59,104,OFF
69,23,25,105,OFF
61,34,31,5,ON
8,42,20,42,ON
74,7,51,107,OFF
50,21,28,32,ON
90,23,61,100,OFF
90,12,39,12,OFF
80,25,52,59,ON
85,30,66,69,ON
59,17,55,67,OFF
45,24,57,93,OFF
44,3,30,35,ON
20,19,57,36,ON
57,33,40,105,OFF
49,3,67,29,ON
21,5,53,42,OFF
77,16,61,1,OFF
88,13,39,59,ON
16,42,31,106,OFF
1,28,52,28,ON
24,11,45,65,OFF
39,22,42,48,ON
39,24,50,16,OFF
61,34,29,106,OFF
27,29,28,68,ON
33,16,67,73,ON
11,44,30,90,ON
41,44,66,71,ON
24,10,47,38,ON
4,30,68,87,ON
9,38,30,77,ON
88,10,56,39,OFF
24,2,33,28,ON
8,15,32,53,ON
35,12,24,74,OFF
85,5,51,29,OFF
15,7,64,105,OFF
44,34,43,82,ON
1,6,68,68,ON
87,31,28,58,ON
49,22,29,91,OFF
68,31,41,43,ON
85,7,35,8,OFF
26,37,24,16,ON
44,18,41,62,ON
54,2,39,96,OFF
44,5,70,79,OFF
63,6,47,24,OFF
56,0,40,95,OFF
84,43,58,25,OFF
12,33,56,66,ON
34,37,44,17,ON
78,17,66,77,ON
52,5,24,24,ON
83,3,64,13,OFF
25,2,68,98,OFF
30,4,29,55,OFF
7,27,32,69,ON
35,5,38,80,OFF
41,35,28,63,ON
77,35,39,98,OFF
3,29,27,53,ON
80,27,70,29,OFF
1,22,57,42,ON
45,43,43,64,ON
38,37,64,8,ON
3,36,40,82,ON
66,40,59,22,OFF
40,13,26,27,ON
37,0,29,47,OFF
82,35,45,35,OFF
79,20,42,53,ON
20,39,50,97,OFF
62,30,33,42,ON
85,45,39,74,ON
87,39,51,22,OFF
85,44,54,40,ON
29,20,67,17,ON
87,31,53,13,OFF
78,34,45,110,OFF
66,32,63,61,ON
45,41,49,30,ON
75,18,50,72,OFF
80,40,32,66,ON
50,2,70,87,OFF
38,41,26,9,ON
83,34,22,53,ON
7,33,51,3,ON
68,11,31,83,OFF
44,40,23,95,OFF
67,35,59,60,ON
88,10,67,30,OFF
88,18,29,3,OFF
80,29,31,32,OFF
67,5,22,86,OFF
67,17,53,52,OFF
28,1,49,47,OFF
77,7,68,32,OFF
38,41,46,46,ON
62,28,54,63,ON
3,4,64,56,ON
62,4,55,4,OFF
37,19,58,99,OFF
52,14,23,92,OFF
52,12,41,21,ON
62,2,21,2,OFF
59,2,59,106,OFF
36,26,48,22,ON
24,3,50,26,ON
8,18,55,24,ON
2,23,29,35,ON
8,2,46,93,OFF
39,16,49,67,OFF
88,39,41,41,ON
58,30,21,14,ON
79,41,70,53,ON
8,28,58,66,ON
2,30,23,81,ON
54,11,69,40,ON
15,35,40,97,OFF
48,29,36,54,ON
76,39,27,69,ON
58,35,60,25,OFF
85,12,25,92,OFF
25,17,47,14,OFF
83,10,61,106,OFF
77,37,68,102,OFF
53,1,33,20,OFF
13,33,70,6,ON
1,19,70,56,ON
24,9,41,92,OFF
85,40,37,99,OFF
74,15,40,41,ON
46,40,56,59,ON
43,1,33,46,ON
35,19,56,38,ON
48,30,66,76,ON
34,33,56,22,ON
55,13,62,57,OFF
14,26,54,110,OFF
61,38,69,39,OFF
78,39,43,61,ON
67,17,55,95,OFF
29,11,59,64,OFF
28,14,49,21,ON
83,1,51,10,OFF
84,16,42,74,ON
4,5,47,28,ON
33,15,56,56,OFF
73,35,22,7,OFF
33,13,66,106,OFF
25,10,57,91,OFF
72,34,70,88,ON
87,16,58,27,OFF
29,19,65,3,ON
27,33,64,78,ON
57,44,43,93,OFF
51,1,40,105,OFF
42,26,65,108,OFF
29,36,67,77,ON
26,12,38,86,ON
24,10,56,74,OFF
72,39,42,14,OFF
70,39,52,52,ON
41,36,51,14,ON
90,31,53,52,ON
72,9,70,40,ON
5,37,44,64,ON
38,9,65,27,ON
40,9,21,95,OFF
76,13,41,10,OFF
88,31,32,67,ON
87,29,40,58,ON
37,6,36,84,ON
20,18,32,65,ON
78,25,70,81,ON
1,10,66,60,ON
30,26,52,83,ON
65,12,43,68,ON
11,20,29,105,OFF
75,39,44,14,OFF
60,16,48,42,OFF
87,28,35,34,OFF
42,2,32,20,ON
36,31,40,108,OFF
86,36,49,58,ON
75,4,35,95,OFF
67,29,56,51,ON
15,0,60,27,OFF
63,38,64,107,OFF
49,6,56,49,OFF
74,3,32,80,ON
77,44,58,12,OFF
75,26,24,95,OFF
46,19,36,82,ON
77,35,35,104,OFF
71,38,52,24,OFF
43,4,51,73,OFF
6,2,30,66,ON
31,4,37,0,OFF
18,39,26,108,OFF
58,30,24,70,ON
47,26,56,1,ON
65,15,27,90,OFF
15,21,56,91,OFF
48,2,45,97,OFF
52,44,38,31,ON
4,9,48,82,ON
43,2,54,65,OFF
71,0,33,37,OFF
54,29,63,39,ON
3,31,59,7,ON
28,14,22,21,ON
84,12,32,51,ON
2,7,43,106,OFF
19,36,49,26,ON
82,34,24,35,OFF
82,24,38,57,ON
1,29,64,94,OFF
54,2,33,54,ON
69,35,35,79,ON
76,29,65,74,ON
49,7,70,62,ON
2,14,44,75,ON
69,16,25,39,OFF
74,3,20,57,OFF
25,26,51,95,OFF
48,21,44,27,ON
53,28,64,49,ON
72,13,47,110,OFF
37,27,45,50,ON
7,23,64,23,ON
28,16,63,98,OFF
3,42,35,5,ON
61,2,42,66,OFF
36,27,53,5,ON
22,11,62,108,OFF
81,45,20,46,ON
47,42,64,79,ON
57,36,40,56,ON
44,16,68,93,OFF
49,36,33,6,ON
45,28,27,56,ON
58,28,47,91,OFF
5,16,32,46,ON
68,13,49,4,ON
47,35,65,21,ON
9,29,22,40,ON
32,4,63,29,ON
14,41,62,81,ON
15,28,68,46,ON
34,27,69,86,ON
42,18,64,43,ON
36,44,48,59,ON
18,38,65,73,ON
55,33,60,42,ON
13,33,31,96,OFF
1,1,59,86,ON
29,19,31,77,OFF
8,22,60,106,OFF
69,40,32,81,ON
88,45,25,88,ON
25,29,29,44,ON
89,12,48,67,OFF
19,9,68,44,ON
3,13,47,74,ON
66,35,59,7,ON
44,31,50,101,OFF
26,34,48,0,ON
18,43,33,29,ON
14,35,29,98,OFF
81,38,46,101,OFF
24,13,31,107,OFF
61,26,48,7,ON
72,3,59,23,OFF
43,30,59,99,OFF
86,14,69,73,ON
82,22,57,109,OFF
82,8,56,96,OFF
26,8,25,10,OFF
72,4,45,30,OFF
14,2,41,35,ON
31,13,55,30,ON
73,32,65,89,ON
40,41,35,55,ON
79,2,33,50,ON
75,31,28,85,ON
7,30,60,12,ON
83,28,36,69,ON
47,10,24,58,OFF
57,5,54,96,OFF
3,44,66,92,OFF
71,23,59,94,OFF
28,20,46,86,ON
58,30,35,69,ON
21,19,69,39,ON
4,37,66,39,ON
84,28,21,98,OFF
88,18,20,24,OFF
55,23,39,30,ON
62,14,20,79,OFF
51,15,33,29,ON
21,25,20,29,ON
52,38,57,11,ON
79,41,57,44,ON
61,2,29,38,OFF
85,8,59,76,OFF
79,31,45,0,OFF
13,38,50,91,OFF
67,2,42,5,OFF
84,18,68,92,OFF
51,1,55,36,OFF
24,32,50,16,ON
2,24,67,93,OFF
25,34,49,40,ON
22,2,23,61,OFF
84,45,38,91,OFF
22,15,47,7,ON
47,9,46,35,OFF
90,35,41,79,ON
34,17,51,70,OFF
26,44,35,70,ON
2,13,40,51,ON
78,4,27,104,OFF
43,25,52,68,ON
40,41,64,104,OFF
40,29,20,22,ON
41,26,25,100,OFF
75,41,29,4,OFF
64,29,47,64,ON
13,10,27,68,ON
12,28,52,88,ON
9,14,69,67,ON
10,39,36,77,ON
26,5,27,10,ON
90,16,44,58,ON
53,14,39,22,ON
77,44,64,74,ON
88,26,37,7,OFF
34,39,58,49,ON
10,11,22,98,OFF
47,42,55,54,ON
82,8,65,32,OFF
6,34,46,106,OFF
81,0,40,30,OFF
3,3,68,33,ON
65,5,37,59,ON
88,14,30,6,OFF
27,10,43,79,OFF
47,11,67,74,ON
82,25,68,40,ON
15,14,34,41,ON
23,35,62,98,OFF
69,17,31,89,OFF
24,30,57,3,ON
83,14,48,78,OFF
2,33,47,100,OFF
82,37,68,49,ON
15,21,53,6,ON
4,23,31,46,ON
56,8,61,21,ON
81,14,40,57,ON
79,22,51,109,OFF
27,7,20,32,ON
54,31,44,29,ON
85,6,62,110,OFF
80,0,63,19,OFF
1,8,24,79,ON
17,2,30,110,OFF
19,21,20,11,ON
76,1,33,5,OFF
43,11,59,69,OFF
12,44,40,53,ON
78,15,30,1,OFF
61,16,28,70,OFF
80,35,29,38,OFF
54,39,66,101,OFF
61,17,24,22,OFF
40,28,23,108,OFF
32,15,23,6,ON
27,11,44,10,ON
22,13,58,61,OFF
73,24,53,93,OFF
58,31,62,104,OFF
35,40,67,43,ON
4,3,20,23,ON
74,44,67,92,OFF
15,28,56,37,ON
34,31,63,49,ON
1,26,34,14,ON
37,28,46,63,ON
27,44,31,3,ON
2,43,38,21,ON
15,33,27,34,ON
70,26,34,49,ON
4,28,62,9,ON
27,31,69,26,ON
63,33,68,11,OFF
24,5,43,66,OFF
75,6,63,19,OFF
64,0,70,56,OFF
37,10,38,66,ON
36,22,40,83,ON
56,18,36,99,OFF
81,32,39,17,OFF
88,34,64,38,OFF
54,38,39,50,ON
31,37,68,21,ON
8,27,49,76,ON
20,37,47,6,ON
59,43,24,53,ON
35,30,25,11,ON
34,36,23,89,ON
47,30,22,6,ON
3,17,48,94,OFF
5,0,49,105,OFF
89,19,67,52,ON
29,31,56,37,ON
18,9,67,97,OFF
35,41,59,15,ON
13,15,31,18,ON
42,37,36,71,ON
36,35,41,89,ON
69,26,28,54,OFF
45,38,63,64,ON
70,22,41,27,OFF
16,9,38,37,OFF
62,7,49,75,OFF
53,31,58,30,ON
31,29,21,26,ON
40,12,38,102,OFF
42,19,47,26,ON
19,25,36,43,ON
36,16,52,43,OFF
89,17,56,93,OFF
5,45,33,102,OFF
42,8,64,74,ON
77,9,69,21,OFF
4,39,48,11,ON
75,28,20,21,OFF
62,17,29,73,OFF
87,35,24,58,ON
11,21,26,31,ON
70,26,31,108,OFF
77,34,47,63,ON
37,10,46,106,OFF
75,43,23,41,ON
85,43,62,109,OFF
67,42,25,81,ON
8,23,23,4,ON
46,15,59,57,OFF
24,35,31,16,ON
1,6,56,94,OFF
40,1,58,36,OFF
82,29,25,58,ON
56,34,31,1,ON
8,37,23,52,ON
71,34,27,17,OFF
84,21,33,53,ON
82,7,34,78,ON
16,0,25,55,ON
60,0,38,28,OFF
77,8,58,78,OFF
90,33,32,43,ON
15,38,35,43,ON
83,30,38,109,OFF
14,24,52,54,ON
53,3,51,31,OFF
71,20,34,51,ON
25,36,65,77,ON
20,10,58,106,OFF
25,10,64,103,OFF
67,14,53,36,OFF
21,17,29,17,ON
64,32,46,89,ON
58,34,20,15,ON
59,7,26,34,ON
61,45,67,92,OFF
43,12,59,32,ON
43,27,29,57,OFF
27,41,24,70,ON
48,2,23,48,OFF
57,18,47,37,ON
47,33,63,71,ON
71,9,26,81,OFF
86,1,50,92,OFF
53,34,45,79,ON
73,2,21,68,OFF
54,37,52,102,OFF
17,1,28,20,OFF
40,33,43,6,ON
44,27,38,12,ON
83,38,70,12,OFF
37,10,58,87,OFF
23,14,47,40,OFF
26,6,22,55,OFF
56,0,47,19,OFF
73,33,58,79,ON
19,25,53,73,ON
1,42,42,90,ON
39,7,50,8,OFF
76,5,30,38,OFF
47,6,54,16,ON
49,24,26,35,ON
46,25,62,99,OFF
50,28,33,17,ON
41,8,52,36,OFF
18,36,70,34,ON
62,0,63,14,OFF
42,38,41,105,OFF
14,4,36,23,ON
80,20,22,23,OFF
33,28,24,35,ON
57,15,60,46,OFF
69,15,28,32,OFF
82,3,35,88,ON
61,36,41,12,OFF
5,20,57,39,ON
26,0,50,103,OFF
47,10,53,101,OFF
82,35,49,18,OFF
81,28,24,17,OFF
32,25,25,55,ON
30,24,45,93,OFF
46,42,42,108,OFF
30,34,35,105,OFF
72,14,69,34,OFF
60,32,27,68,ON
30,12,31,2,ON
58,16,35,51,ON
68,29,25,74,ON
32,36,21,32,ON
6,0,34,24,OFF
68,13,47,16,OFF
35,41,43,41,ON
7,38,66,21,ON
2,35,66,20,ON
47,6,42,55,OFF
58,14,38,9,ON
5,32,56,10,ON
62,20,49,60,ON
52,9,63,40,OFF
41,11,67,96,OFF
11,42,60,99,OFF
83,32,63,26,OFF
31,35,53,83,ON
7,19,29,69,ON
38,44,63,55,ON
32,36,47,86,ON
64,3,21,62,OFF
51,14,61,45,OFF
80,9,68,96,OFF
84,2,37,0,OFF
65,45,20,19,OFF
34,5,62,65,OFF
15,9,33,73,ON
55,4,55,46,OFF
24,30,69,88,ON
5,36,39,65,ON
21,9,45,15,OFF
69,16,23,18,OFF
14,29,39,70,ON
62,33,26,15,OFF
73,8,28,109,OFF
26,41,27,21,ON
81,4,62,27,OFF
1,25,30,84,ON
75,9,51,50,OFF
41,14,35,45,ON
50,8,31,7,OFF
68,20,24,105,OFF
28,28,34,22,ON
6,34,41,108,OFF
49,43,43,21,ON
63,10,36,54,ON
69,22,38,24,OFF
70,30,40,73,ON
46,9,26,57,OFF
72,23,55,88,ON
89,34,35,49,ON
59,3,54,98,OFF
26,41,34,103,OFF
31,2,65,92,OFF
32,5,70,19,ON
56,38,39,61,ON
77,30,62,85,OFF
7,22,50,25,ON
37,33,36,53,ON
79,16,25,15,OFF
7,13,20,40,ON
78,8,63,88,OFF
15,6,24,38,ON
70,10,46,67,OFF
27,11,67,77,ON
28,33,30,12,ON
71,14,34,83,ON
62,30,46,9,ON
74,13,55,110,OFF
44,33,43,59,ON
32,9,37,69,ON
46,28,39,97,OFF
39,12,22,4,ON
64,20,29,16,OFF
48,15,47,19,ON
55,32,28,48,ON
57,42,29,75,ON
65,45,33,51,ON
47,29,52,96,OFF
53,27,63,5,ON
50,41,50,45,ON
38,4,36,66,OFF
87,2,39,49,OFF
5,11,43,77,ON
68,7,45,59,OFF
67,42,40,69,ON
39,33,38,76,ON
2,11,41,63,ON
88,30,67,107,OFF
50,21,42,69,ON
27,18,20,21,ON
28,32,68,44,ON
47,17,44,86,ON
6,12,30,99,OFF
22,40,41,52,ON
30,11,64,26,ON
12,43,36,52,ON
72,20,26,22,OFF
43,35,60,84,ON
18,45,33,12,ON
30,31,58,58,ON
88,10,32,45,ON
12,9,64,27,ON
85,27,41,32,OFF
41,43,49,40,ON
31,1,48,24,OFF
11,30,63,91,OFF
26,6,48,71,OFF
11,28,56,50,ON
52,36,26,69,ON
36,31,29,36,ON
81,13,49,91,OFF
15,19,58,69,ON
26,37,52,108,OFF
33,14,47,25,ON
31,14,46,97,OFF
17,5,28,70,ON
35,8,54,106,OFF
33,35,48,88,ON
75,7,49,51,OFF
36,43,27,64,ON
25,42,37,47,ON
51,29,68,73,ON
55,24,68,49,ON
28,1,58,75,OFF
12,15,47,95,OFF
84,30,36,46,ON
27,22,54,60,OFF
50,0,21,68,OFF
67,29,20,63,ON
68,2,23,39,OFF
57,32,21,23,ON
24,33,22,110,OFF
64,34,70,110,OFF
46,7,45,77,OFF
8,8,21,97,OFF
14,36,41,23,ON
9,10,36,13,ON
21,27,26,11,ON
31,14,38,97,OFF
16,35,69,89,ON
86,10,45,79,OFF
85,24,43,99,OFF
89,3,50,89,OFF
30,2,46,18,ON
65,35,39,106,OFF
34,45,32,19,ON
3,4,45,65,ON
84,22,50,77,ON
10,38,66,105,OFF
50,25,38,91,OFF
83,36,66,92,OFF
49,27,58,106,OFF
35,33,59,45,ON
37,26,61,20,ON
43,35,51,90,ON
43,9,53,30,OFF
67,43,57,41,ON
84,27,65,90,ON
90,28,59,11,OFF
76,31,46,32,OFF
18,35,64,78,ON
51,38,21,82,ON
8,34,65,11,ON
5,20,29,98,OFF
66,1,35,70,OFF
87,39,45,72,ON
14,5,25,82,ON
55,3,70,41,OFF
37,10,65,47,ON
16,27,29,43,ON
71,36,21,76,ON
34,9,50,80,OFF
9,39,64,39,ON
47,19,39,15,ON
69,13,68,55,ON
9,18,26,32,ON
21,32,66,42,ON
24,44,37,17,ON
68,0,53,19,OFF
31,1,23,41,OFF
19,35,20,15,ON
84,14,36,50,ON
49,40,67,50,ON
29,20,23,28,ON
74,11,61,16,OFF
70,30,64,46,ON
63,33,66,4,ON
73,7,42,35,OFF
17,12,45,102,OFF
38,5,60,99,OFF
71,45,26,93,OFF
26,44,47,22,ON
72,10,47,45,OFF
24,42,64,39,ON
81,22,69,45,ON
4,40,51,14,ON
27,27,59,3,ON
14,6,62,9,OFF
12,0,35,29,OFF
14,12,55,66,ON
33,10,29,60,OFF
15,35,56,31,ON
68,30,68,76,ON
24,27,53,100,OFF
52,33,32,89,ON
32,24,37,46,ON
14,15,54,38,ON
23,25,40,90,ON
8,39,52,95,OFF
71,35,45,78,ON
1,29,47,28,ON
25,13,55,60,OFF
57,43,59,57,ON
33,27,68,4,ON
24,16,57,87,OFF
76,21,23,11,OFF
9,31,34,39,ON
18,34,42,31,ON
1,12,40,44,ON
4,36,34,53,ON
63,13,39,54,ON
71,31,28,0,OFF
28,20,54,46,OFF
35,9,41,15,OFF
38,27,58,106,OFF
48,3,40,94,OFF
38,1,68,106,OFF
35,7,20,46,OFF
57,45,40,31,ON
56,5,36,95,OFF
50,18,61,52,OFF
8,9,52,25,OFF
71,11,36,87,ON
60,0,23,105,OFF
52,24,67,35,ON
40,34,23,60,ON
9,39,27,15,ON
20,44,61,48,ON
81,35,53,61,ON
32,28,67,77,ON
68,28,48,23,OFF
83,19,38,3,OFF
40,3,62,20,ON
83,43,37,102,OFF
44,27,63,71,OFF
25,1,27,104,OFF
65,1,22,51,OFF
63,23,54,42,ON
4,18,66,100,OFF
50,44,61,97,OFF
90,22,27,52,OFF
78,12,58,75,OFF
1,30,21,53,ON
46,8,46,0,OFF
31,5,54,31,ON
29,36,65,95,OFF
46,16,52,36,OFF
10,34,58,64,ON
64,26,29,42,OFF
33,7,60,9,OFF
49,35,41,61,ON
9,17,58,36,OFF
37,12,48,38,ON
77,26,32,30,OFF
64,39,29,105,OFF
66,22,44,103,OFF
38,0,40,62,OFF
58,22,64,4,ON
22,15,67,32,ON
35,23,36,83,ON
68,21,64,93,OFF
54,34,23,41,ON
4,25,34,60,ON
41,1,47,14,OFF
32,5,47,100,OFF
4,4,29,1,OFF
52,26,35,60,ON
8,37,21,70,ON
57,16,66,1,ON
32,42,39,14,ON
18,34,20,82,ON
55,25,34,78,ON
41,41,31,56,ON
28,17,53,0,ON
38,29,22,3,ON
17,26,57,21,ON
59,19,22,25,ON
35,21,56,109,OFF
53,30,40,56,ON
9,37,65,109,OFF
11,19,50,102,OFF
64,2,55,52,OFF
15,0,29,96,OFF
77,25,34,104,OFF
43,16,65,56,ON
3,43,65,64,ON
56,9,23,71,OFF
71,45,47,12,OFF
59,14,20,75,OFF
76,18,37,65,ON
87,29,51,6,OFF
51,41,50,38,ON
72,17,63,103,OFF
81,0,39,86,OFF
18,37,24,57,ON
69,44,30,103,OFF
44,9,26,16,ON
82,33,36,18,OFF
51,28,47,55,ON
21,12,29,42,OFF
39,40,29,60,ON
68,34,38,7,ON
56,34,66,78,ON
57,29,68,13,ON
64,13,31,83,OFF
68,32,22,31,OFF
6,18,55,102,OFF
17,17,65,34,ON
24,7,68,23,ON
25,26,55,84,ON
5,43,28,94,OFF
81,2,67,66,OFF
76,37,30,19,OFF
69,10,30,109,OFF
7,41,58,104,OFF
64,23,34,97,OFF
12,5,26,101,OFF
61,23,54,23,OFF
86,30,50,92,OFF
79,19,66,89,ON
30,3,33,41,ON
14,43,27,39,ON
84,10,43,19,OFF
7,42,32,51,ON
62,28,52,0,ON
67,9,50,23,OFF
77,3,37,94,OFF
54,30,56,84,ON
63,32,28,58,ON
25,17,66,45,ON
24,21,25,23,ON
60,21,64,92,OFF
81,15,33,70,ON
29,19,35,0,ON
16,6,59,52,ON
71,40,35,110,OFF
24,16,36,110,OFF
31,38,29,32,ON
1,18,32,96,OFF
82,36,55,78,ON
47,36,66,43,ON
55,19,70,110,OFF
88,0,64,43,OFF
32,13,29,3,ON
56,7,50,43,OFF
24,17,44,109,OFF
42,22,46,56,ON
19,9,66,5,OFF
52,20,42,101,OFF
58,14,27,16,ON
50,20,41,32,ON
33,28,67,52,ON
55,6,32,44,ON
80,28,46,19,OFF
69,36,26,1,ON
89,3,44,43,OFF
38,40,28,70,ON
33,13,52,61,OFF
66,38,23,106,OFF
56,42,54,47,ON
46,41,38,61,ON
69,32,51,70,ON
78,18,41,87,ON
41,20,59,53,OFF
86,37,30,62,ON
43,22,47,102,OFF
45,31,42,7,ON
71,30,24,103,OFF
29,0,42,86,OFF
31,33,57,52,ON
52,23,44,108,OFF
83,7,35,50,ON
71,1,22,73,OFF
5,29,34,12,ON
63,37,25,85,ON
10,32,28,24,ON
56,35,27,74,ON
86,5,54,8,OFF
45,27,57,37,ON
25,6,33,94,OFF
90,9,43,80,OFF
64,23,63,24,OFF
86,43,50,83,ON
76,21,21,42,ON
60,18,49,66,ON
54,17,59,97,OFF
31,37,25,109,OFF
55,33,66,4,ON
49,41,36,20,ON
79,1,63,69,OFF
31,23,21,94,OFF
8,38,60,104,OFF
5,36,68,5,ON
31,31,68,36,ON
89,6,40,28,OFF
40,45,53,53,ON
31,2,43,107,OFF
6,10,42,107,OFF
12,16,23,8,ON
9,17,70,85,ON
69,42,48,90,ON
37,40,24,97,OFF
51,4,68,44,OFF
23,32,65,90,ON
20,1,46,38,OFF
20,13,25,64,ON
60,39,70,34,OFF
1,15,53,61,ON
7,23,36,47,ON
77,12,66,67,ON
38,25,54,98,OFF
14,29,34,0,ON
85,20,69,0,OFF
32,15,70,33,ON
40,15,42,57,ON
4,28,43,26,ON
20,38,60,44,ON
71,3,54,15,OFF
75,27,66,110,OFF
70,15,27,62,OFF
58,12,58,22,ON
65,34,54,106,OFF
84,23,57,56,OFF
34,1,48,66,OFF
35,38,20,64,ON
87,38,54,48,ON
34,16,59,42,OFF
60,10,20,33,OFF
70,31,29,9,OFF
44,13,63,40,OFF
3,2,32,44,ON
9,8,23,105,OFF
72,23,57,62,OFF
16,30,24,0,ON
62,15,51,35,OFF
26,0,29,100,OFF
87,8,45,88,OFF
21,5,31,67,OFF
37,40,28,98,OFF
79,6,50,47,OFF
4,12,44,10,ON
71,18,56,77,OFF
9,33,69,42,ON
11,14,51,43,ON
27,34,59,31,ON
56,26,20,50,ON
9,6,40,48,ON
45,19,51,54,ON
71,26,34,80,ON
65,17,70,48,ON
84,37,57,33,OFF
20,35,47,21,ON
76,29,39,18,OFF
18,10,56,84,ON
29,24,42,107,OFF
88,22,49,32,OFF
52,10,35,20,ON
67,15,47,64,ON
84,20,61,17,OFF
89,1,68,68,OFF
3,28,51,107,OFF
14,1,44,68,ON
15,7,51,10,ON
46,25,24,84,ON
78,27,43,48,ON
61,14,37,9,ON
20,31,40,74,ON
82,32,36,88,ON
80,2,46,105,OFF
11,20,31,46,ON
33,32,64,25,ON
50,27,24,52,ON
42,10,57,57,OFF
4,27,34,78,ON
66,18,58,98,OFF
35,31,48,109,OFF
16,15,41,106,OFF
89,37,62,108,OFF
38,37,55,41,ON
55,31,22,97,OFF
67,38,48,53,ON
89,29,38,32,OFF
42,0,42,0,OFF
13,28,34,29,ON
68,21,57,67,OFF
7,31,51,101,OFF
50,45,34,24,ON
62,9,46,78,OFF
68,34,51,103,OFF
32,38,21,68,ON
21,29,70,26,ON
39,2,34,21,ON
83,28,68,39,OFF
56,9,43,36,ON
41,16,56,38,OFF
11,30,42,71,ON
33,6,56,72,OFF
33,26,63,88,OFF
68,3,47,102,OFF
2,33,57,28,ON
63,23,39,7,ON
28,30,35,13,ON
42,40,37,61,ON
30,12,40,4,ON
12,41,43,106,OFF
34,40,24,37,ON
65,28,54,13,OFF
21,28,37,103,OFF
27,24,58,23,OFF
85,28,39,67,ON
52,4,55,4,OFF
5,23,49,13,ON
28,44,70,33,ON
61,14,65,17,OFF
20,0,47,7,OFF
21,40,55,103,OFF
26,30,20,66,ON
11,40,49,56,ON
48,33,55,89,ON
30,11,41,86,ON
2,34,49,41,ON
13,2,55,15,ON
81,28,42,94,OFF
73,21,60,105,OFF
9,9,48,41,ON
14,43,24,110,OFF
1,29,54,51,ON
51,32,40,4,ON
33,18,67,19,ON
17,42,41,62,ON
37,7,69,110,OFF
77,22,35,85,ON
71,34,22,106,OFF
68,29,61,62,ON
85,32,68,44,ON
60,8,44,106,OFF
42,30,24,35,ON
76,40,59,18,OFF
75,36,31,3,OFF
7,7,31,34,ON
35,39,22,109,OFF
75,38,48,48,ON
65,30,30,7,ON
52,13,23,93,OFF
73,14,28,64,OFF
33,6,34,38,ON
83,2,29,26,OFF
8,31,48,52,ON
49,37,51,83,ON
41,14,31,47,OFF
48,44,51,91,OFF
8,7,51,29,ON
20,11,51,12,ON
49,26,40,69,ON
54,35,22,73,ON
48,1,45,20,OFF
56,25,60,107,OFF
27,6,22,68,OFF
28,3,61,104,OFF
87,21,26,60,OFF
17,36,50,67,ON
89,21,22,60,OFF
64,0,30,19,OFF
36,32,22,33,ON
66,26,25,5,ON
85,18,30,40,OFF
78,4,51,58,OFF
82,19,28,26,OFF
79,4,43,62,OFF
7,30,69,6,ON
70,27,31,17,OFF
12,2,51,93,OFF
10,5,42,8,OFF
30,37,61,13,ON
31,8,60,91,OFF
39,45,46,35,ON
59,23,56,83,OFF
46,30,38,44,ON
3,16,57,5,ON
66,37,50,8,ON
57,13,29,75,OFF
49,44,26,65,ON
48,11,51,105,OFF
44,34,21,79,ON
90,37,54,30,OFF
1,38,67,108,OFF
34,20,65,90,ON
29,33,63,95,OFF
17,4,55,46,ON
29,3,58,54,OFF
14,0,30,89,ON
68,18,54,37,OFF
22,23,43,47,ON
16,17,32,61,ON
32,23,49,98,OFF
43,39,22,23,ON
70,24,32,80,ON
23,25,50,24,OFF
89,9,59,88,OFF
41,11,26,103,OFF
40,39,40,22,ON
18,28,32,37,ON
46,7,25,94,OFF
69,6,70,22,OFF
34,3,26,8,OFF
56,39,24,27,ON
68,37,56,94,OFF
13,25,31,90,ON
27,15,24,81,OFF
38,12,59,37,ON
23,32,31,109,OFF
20,15,54,57,ON
3,10,27,80,ON
42,24,55,59,ON
51,30,61,3,ON
3,15,57,75,ON
79,33,50,49,ON
2,21,48,51,ON
71,15,65,0,OFF
32,23,61,13,ON
88,1,36,26,OFF
66,26,46,107,OFF
88,1,65,85,ON
45,30,31,96,OFF
43,11,58,68,OFF
71,0,39,87,OFF
50,28,50,16,ON
42,7,34,58,ON
22,1,65,57,ON
21,40,25,39,ON
13,26,63,31,ON
61,22,56,38,OFF
37,32,21,26,ON
83,3,31,46,OFF
56,13,20,20,ON
9,13,45,44,ON
51,25,43,101,OFF
43,29,43,74,ON
19,32,49,42,ON
61,37,51,38,OFF
88,24,20,26,OFF
56,3,39,50,OFF
55,4,41,7,OFF
21,33,43,11,ON
81,11,51,51,OFF
77,43,22,53,ON
72,12,53,13,OFF
53,17,53,79,OFF
62,44,55,94,OFF
22,18,28,57,OFF
9,14,20,89,ON
85,18,21,67,OFF
52,6,30,93,OFF
17,18,33,2,ON
7,15,65,40,ON
87,5,47,65,OFF
33,44,32,58,ON
61,43,51,67,ON
55,30,63,47,OFF
86,41,33,60,ON
11,18,39,41,ON
53,28,59,27,ON
9,12,50,28,ON
80,16,67,110,OFF
49,39,57,4,ON
25,14,30,20,ON
64,35,27,91,OFF
35,29,48,5,ON
