Soil Moisture,Temperature, Soil Humidity,Time
42,39,26,106
44,35,62,33
6,32,56,9
85,2,23,80
88,11,57,109
47,45,31,49
6,3,31,79
44,24,50,31
5,39,52,107
65,44,51,96
47,34,28,102
50,27,70,79
90,3,47,10
85,22,64,16
76,12,60,21
12,18,54,48
87,38,61,60
88,38,40,101
4,5,54,65
32,4,21,93
85,18,36,17
83,32,35,12
85,31,38,25
19,8,54,59
54,41,22,85
26,6,46,60
54,4,40,56
6,11,28,27
5,35,56,81
39,41,65,76
73,35,24,23
2,22,45,4
19,19,62,6
16,35,45,93
54,12,61,107
37,14,52,104
18,21,62,21
65,39,22,92
12,0,41,18
21,10,27,37
25,31,56,82
47,45,46,26
11,22,35,97
26,2,55,88
40,5,46,26
30,21,52,18
33,42,53,87
72,36,35,78
43,30,34,63
44,45,57,71
7,40,41,72
8,32,58,73
22,8,40,3
2,8,30,14
58,12,65,65
69,9,61,52
78,30,55,54
27,8,65,30
22,28,52,65
51,27,23,56
33,9,26,62
15,6,34,96
26,7,68,41
84,17,28,106
74,43,58,45
21,11,46,18
36,6,20,33
86,34,70,4
60,25,43,38
64,6,39,46
30,13,54,14
52,18,29,55
16,37,48,48
55,26,26,88
55,39,67,71
87,29,43,76
34,42,66,70
7,39,58,60
35,24,37,24
71,17,57,51
11,20,23,72
29,30,41,84
75,27,46,91
52,3,24,105
25,22,68,46
43,28,32,79
79,33,47,67
74,19,30,71
76,17,58,75
30,38,48,110
30,20,61,90
71,30,52,44
87,29,37,105
74,13,49,107
11,45,30,15
85,26,40,67
66,26,30,85
23,44,29,4
29,34,34,76
8,26,29,9
77,30,65,2
79,29,47,52
2,33,40,27
51,9,21,38
42,40,59,103
32,18,66,26
58,41,33,41
20,7,46,23
45,30,58,109
38,22,68,52
46,8,21,70
28,31,22,37
26,29,66,1
50,10,42,0
64,37,60,83
42,40,70,47
47,21,54,75
76,2,46,64
1,15,39,37
43,15,20,31
58,42,46,5
70,31,40,53
75,42,42,3
63,2,66,88
49,24,39,11
46,3,24,54
63,38,61,56
77,6,67,29
2,24,65,29
2,38,22,87
20,0,23,95
7,34,30,64
44,10,51,39
15,25,67,57
62,14,51,77
4,45,30,61
11,1,45,17
17,17,21,79
43,36,44,100
40,14,48,70
90,12,35,24
48,0,42,50
26,3,20,14
64,9,49,107
59,27,38,31
28,17,64,60
63,40,22,3
10,1,28,2
89,32,60,29
52,26,49,83
84,6,39,16
28,9,57,5
52,37,37,97
73,35,34,5
57,12,34,95
47,40,69,9
23,43,58,109
58,24,48,25
68,6,50,83
75,18,37,106
81,3,20,50
6,29,26,26
23,23,50,65
90,29,41,5
43,5,69,63
36,43,63,52
18,14,59,81
79,8,37,62
87,25,61,108
51,27,55,40
46,28,36,18
27,26,40,110
4,9,31,27
81,4,48,54
90,8,55,54
11,24,45,25
20,17,36,86
12,41,33,57
10,1,30,10
41,45,24,64
75,34,49,69
77,31,70,23
71,24,50,68
23,31,27,5
25,10,38,61
8,14,34,67
13,6,52,71
87,21,64,5
88,19,41,98
69,37,51,8
81,8,52,16
65,36,20,56
60,17,43,109
1,3,68,51
27,13,59,44
21,28,54,102
84,14,50,2
84,14,26,92
87,22,58,54
37,22,21,81
13,9,46,13
25,36,52,93
19,6,30,46
55,29,51,42
31,22,33,1
58,25,64,94
46,21,67,91
19,26,21,59
16,14,68,7
88,3,49,63
1,43,33,78
29,33,25,93
20,38,51,66
35,25,68,100
74,35,50,10
20,19,70,85
32,12,67,77
45,34,47,107
86,22,22,43
77,39,57,39
53,19,25,29
11,32,36,102
48,45,37,9
64,3,63,54
4,29,55,93
44,8,51,74
11,14,68,103
21,21,48,107
75,17,22,69
7,13,68,82
70,20,38,8
59,11,20,79
86,37,33,84
52,45,26,20
33,32,21,69
51,12,65,62
29,31,26,28
86,1,38,9
2,4,63,46
67,29,39,50
89,19,39,72
26,30,46,36
16,42,43,66
33,12,51,13
4,45,25,13
50,17,32,45
54,36,45,109
25,9,70,27
13,2,69,48
11,38,41,73
72,37,56,18
45,4,32,62
65,36,61,85
2,41,69,81
3,34,49,104
52,20,20,10
39,12,43,78
62,36,31,23
18,36,59,104
61,31,25,1
64,24,21,73
6,34,40,36
75,38,44,91
80,43,51,74
27,43,45,50
34,30,63,69
13,9,46,25
70,36,29,83
56,44,29,93
71,16,56,38
76,17,35,22
35,24,58,37
10,30,31,81
24,4,43,99
41,42,21,80
15,39,56,61
53,44,69,76
27,10,48,38
80,7,49,50
65,10,32,30
42,40,21,12
66,35,69,41
69,43,31,71
19,15,70,54
65,7,44,64
79,10,55,104
18,10,42,55
29,3,60,103
51,15,56,27
34,44,34,101
47,5,65,75
44,19,58,1
33,44,57,90
50,35,27,16
41,21,68,1
60,6,56,84
14,26,21,27
24,2,49,60
60,20,47,94
40,21,42,48
48,19,41,48
60,24,27,30
13,33,37,107
3,16,66,58
38,33,21,98
88,6,36,104
63,28,60,64
37,22,50,9
39,44,25,56
48,23,27,65
79,6,69,100
45,32,62,56
5,22,50,10
86,12,39,22
51,12,35,10
34,45,22,49
42,37,36,18
80,31,30,41
27,26,20,64
44,16,22,7
31,28,69,12
8,13,21,98
47,0,59,101
41,42,45,104
83,18,61,32
6,21,36,49
65,24,38,103
75,27,58,14
54,21,31,1
43,6,65,46
73,12,47,34
42,43,27,70
74,45,59,66
50,20,28,57
50,35,28,107
5,37,56,84
44,37,48,74
89,43,40,73
81,2,70,104
21,32,28,64
35,30,59,2
2,17,35,19
53,4,54,110
48,43,56,23
21,32,33,110
72,33,55,87
67,28,28,23
58,16,35,71
31,17,25,97
82,14,34,55
21,22,27,43
56,5,29,25
82,8,26,74
79,30,47,63
62,17,50,28
36,5,70,9
1,11,28,3
15,7,23,63
31,6,48,60
83,7,68,36
82,6,40,49
5,30,20,75
78,35,24,2
54,36,69,82
41,18,22,59
34,10,50,61
74,13,31,1
30,21,29,97
3,43,42,108
89,4,45,54
82,2,23,80
28,35,63,70
77,10,22,100
42,1,47,47
87,11,27,4
69,2,33,97
38,18,60,48
58,7,45,0
20,1,44,1
89,28,25,4
74,6,32,88
12,29,69,108
23,42,49,8
88,29,61,28
82,30,33,106
48,5,46,90
40,19,37,36
78,34,26,46
76,31,44,90
41,2,68,28
9,10,51,2
60,41,63,32
71,31,44,24
64,30,49,77
65,12,24,26
24,22,67,47
49,12,67,68
19,3,28,8
89,45,49,39
2,39,67,83
2,19,56,14
81,30,44,39
33,29,41,61
82,10,36,95
38,0,43,96
43,28,62,81
88,17,61,103
82,3,27,55
26,30,23,13
18,25,46,95
76,38,34,27
86,6,69,54
70,41,44,83
23,26,20,15
3,32,41,87
51,27,70,7
71,26,29,12
51,40,32,15
4,3,62,52
85,21,30,59
77,42,68,55
12,38,31,69
11,42,67,23
60,19,25,77
22,19,69,15
16,18,25,89
56,6,32,21
75,8,50,27
10,16,57,3
61,44,46,109
28,29,24,109
58,23,61,47
42,24,68,101
19,30,34,110
52,43,52,83
39,13,47,94
59,25,61,96
81,4,43,19
41,3,41,46
31,17,69,23
63,41,44,63
25,43,67,80
11,2,67,66
44,27,62,77
80,14,35,50
53,45,60,50
10,18,53,8
89,35,49,12
85,19,32,57
62,14,37,56
33,20,30,33
71,30,39,91
57,19,52,89
36,29,68,12
20,12,64,73
5,37,59,17
87,17,68,110
13,30,59,8
11,19,69,81
31,26,60,52
6,18,37,94
16,2,29,59
43,6,59,18
46,20,20,51
29,9,67,23
65,45,51,2
8,1,52,85
9,36,39,57
5,12,45,12
68,8,58,51
68,41,61,42
37,45,33,70
14,9,67,9
39,22,69,57
79,33,33,69
86,1,37,56
79,31,57,45
81,22,46,36
62,26,39,79
40,21,56,24
2,19,31,79
66,17,51,72
55,15,56,28
34,6,34,8
74,13,70,4
57,13,60,109
55,25,36,26
7,27,59,107
73,7,50,11
40,12,35,68
73,32,63,106
23,40,68,45
38,0,46,65
65,43,42,63
32,36,50,52
35,9,61,47
85,35,62,25
50,33,59,72
27,22,21,77
14,32,63,11
26,32,52,110
74,37,42,5
3,14,47,65
68,37,25,2
47,26,43,90
29,38,65,64
18,16,69,7
2,3,24,20
41,16,50,109
62,21,57,51
10,34,46,62
89,31,55,90
70,8,52,87
79,34,47,109
75,8,56,99
27,11,28,34
78,11,27,70
35,20,28,45
69,20,68,87
1,45,58,9
6,8,69,1
7,4,26,4
51,1,56,54
75,10,52,34
31,18,35,37
30,35,66,15
73,12,68,103
40,45,23,83
47,12,36,54
23,29,36,20
78,16,35,91
61,29,31,5
57,23,26,58
8,27,39,45
7,30,46,109
87,13,51,15
83,9,30,106
21,19,38,45
38,11,58,35
64,24,29,19
4,11,65,72
33,6,55,48
31,22,44,70
84,25,40,63
65,43,38,72
60,43,64,66
45,26,62,66
80,35,33,12
30,24,58,101
46,21,23,79
55,23,33,54
22,37,54,63
43,17,32,8
79,13,30,50
62,26,66,64
41,10,38,82
87,41,35,103
58,19,25,54
33,3,30,108
85,9,52,35
83,40,54,65
25,40,28,26
40,7,38,2
52,7,30,66
89,45,59,47
7,22,50,7
69,36,26,91
39,11,30,41
14,14,47,89
10,20,44,70
13,16,46,75
85,5,43,78
19,0,62,77
22,41,47,17
73,24,38,3
40,22,20,64
72,45,48,109
69,2,46,107
37,11,40,53
18,35,61,71
35,23,54,56
7,24,46,67
17,16,62,68
77,26,49,56
1,33,63,51
62,8,32,4
55,37,40,43
64,10,45,42
77,4,37,35
78,15,27,23
12,39,33,84
52,40,64,78
39,6,57,46
5,1,57,49
2,36,70,25
68,36,54,97
27,26,67,80
54,40,21,69
53,25,41,56
27,13,32,19
66,22,66,9
66,21,31,46
12,8,31,78
31,26,23,69
19,45,29,50
85,24,40,5
3,39,47,75
62,14,38,102
49,39,30,61
61,40,22,0
6,5,59,1
11,43,25,57
4,24,39,85
69,27,59,3
55,26,28,56
53,19,50,36
48,32,37,1
68,45,27,0
78,18,52,20
53,41,27,21
69,15,49,66
77,22,28,7
83,10,49,83
15,10,22,105
10,26,62,91
5,40,40,47
5,10,70,70
7,4,29,26
81,36,46,32
35,29,49,108
15,41,48,19
61,4,21,105
46,13,21,105
76,5,41,10
87,44,56,96
34,43,60,84
66,36,25,11
30,8,26,2
73,15,23,29
4,32,55,83
14,23,46,94
50,31,60,91
88,17,59,24
66,6,37,67
40,31,67,5
58,14,66,46
2,7,40,90
60,39,69,11
37,19,67,73
54,40,40,33
62,42,32,34
54,42,32,6
9,20,63,32
59,2,32,69
34,43,70,82
1,37,36,19
7,23,59,89
19,15,39,39
32,3,39,107
84,18,47,29
19,22,30,55
85,7,41,6
72,6,26,33
6,38,24,58
15,2,25,22
5,25,70,24
38,21,70,6
75,27,66,103
45,3,43,105
23,34,55,102
58,21,39,86
23,37,39,49
44,24,45,82
47,8,31,61
21,32,56,68
6,4,41,77
4,22,49,2
77,36,64,53
75,24,31,18
88,34,60,76
26,2,68,1
46,8,30,109
41,5,26,74
21,2,29,110
11,37,24,100
24,26,54,78
43,3,32,1
27,38,68,75
19,36,51,70
23,24,49,101
87,26,28,67
55,16,37,51
31,37,65,21
9,8,60,88
16,40,20,18
62,10,62,32
43,12,32,34
3,29,61,47
80,5,47,88
23,19,34,87
61,31,52,15
71,6,28,73
88,42,27,81
62,34,57,4
78,19,37,53
65,7,44,32
39,22,26,42
61,44,50,98
34,13,69,96
69,16,64,58
18,35,37,9
15,39,46,108
66,0,65,87
67,5,56,20
37,45,54,96
9,10,22,19
53,6,32,45
40,28,68,24
22,4,58,1
42,31,36,43
62,22,51,85
57,35,24,36
38,4,24,9
42,32,21,1
35,22,21,30
2,11,52,2
37,0,41,101
21,35,20,87
23,13,33,87
85,33,51,30
69,30,53,32
5,36,68,20
50,10,20,6
16,17,36,93
15,13,46,3
54,37,37,56
29,44,33,43
11,7,34,15
22,14,35,82
78,45,44,44
87,11,47,79
58,34,37,45
46,15,58,76
10,26,67,95
1,7,47,4
54,26,40,11
14,15,28,51
1,33,30,40
17,12,46,29
9,16,29,100
84,33,69,81
11,11,25,53
4,6,54,90
80,43,63,49
43,17,50,78
50,7,59,20
11,27,33,50
29,11,51,1
6,11,27,38
34,39,35,90
79,25,60,104
68,42,54,36
15,21,29,39
33,5,25,57
41,34,21,49
87,27,37,25
51,25,50,105
48,18,69,32
53,25,25,6
77,16,35,87
17,40,34,76
90,45,51,85
64,34,23,69
67,12,32,59
2,36,49,103
18,1,40,41
82,25,42,18
48,33,51,51
54,7,28,66
8,18,54,99
68,0,32,33
25,23,57,13
48,31,23,99
46,13,30,15
61,2,40,1
58,25,64,43
30,5,44,7
71,16,24,31
38,18,69,101
41,10,68,107
13,44,48,82
26,42,64,14
23,23,57,20
41,0,39,98
37,44,34,102
71,24,68,21
72,11,37,74
14,1,27,17
5,33,55,110
34,20,22,80
73,8,59,42
22,28,60,94
52,18,21,6
12,40,60,87
15,39,62,51
86,41,29,5
31,20,48,27
69,6,27,64
2,39,46,88
71,45,44,26
24,8,42,14
89,13,31,25
6,38,45,106
72,19,24,81
89,31,64,61
35,12,52,99
42,39,23,39
89,33,66,86
30,31,69,84
15,37,67,107
23,20,70,1
64,7,68,82
11,15,56,27
7,42,24,78
44,34,70,74
78,28,26,110
53,14,36,96
85,12,40,6
51,5,29,96
65,16,41,1
77,24,62,99
40,2,27,54
59,43,60,6
5,11,54,97
56,23,30,108
4,2,26,81
63,30,58,42
20,31,61,18
68,15,23,53
88,22,33,43
79,12,41,18
60,25,27,21
57,2,37,50
1,38,37,14
48,39,60,60
30,5,34,56
19,7,65,62
59,11,44,76
21,33,33,102
58,32,20,8
33,35,27,70
22,30,46,2
76,31,22,62
75,3,60,33
17,43,45,78
78,38,57,39
67,8,41,44
54,5,45,17
73,19,67,27
32,3,21,4
22,40,36,21
41,38,29,77
52,44,60,71
2,9,21,13
65,24,24,36
75,14,64,61
56,13,30,63
13,41,36,47
70,45,33,74
60,9,27,68
89,41,69,39
40,34,67,91
39,0,47,77
78,40,56,52
6,44,27,57
73,27,57,23
14,31,49,100
69,36,70,109
24,33,36,8
26,0,53,6
13,36,26,45
85,16,61,13
71,39,61,12
70,14,25,60
76,32,38,21
80,31,39,50
87,20,57,8
14,13,23,88
76,37,52,77
4,45,34,75
86,28,68,102
9,34,42,28
83,33,23,32
61,35,30,96
89,9,46,34
4,39,58,18
6,35,28,53
83,44,33,104
1,3,41,86
75,19,56,73
85,25,20,22
84,36,38,44
64,4,59,88
85,7,30,75
76,15,23,107
7,45,29,31
80,20,34,58
84,23,52,39
37,12,26,19
26,18,38,7
40,15,49,71
90,17,27,89
27,5,56,64
83,16,70,91
10,45,53,53
15,6,62,24
32,39,70,73
74,28,43,48
42,1,28,7
38,16,63,52
31,11,39,102
76,2,61,104
28,22,58,55
34,19,67,25
36,14,70,5
86,19,27,62
45,3,63,28
42,36,20,16
76,22,26,86
23,35,50,35
77,30,21,80
29,21,62,42
54,31,42,33
76,17,54,35
62,1,53,106
35,15,64,87
37,6,49,38
60,19,54,63
62,17,43,43
75,35,32,75
44,38,30,0
21,14,35,36
86,4,67,75
84,8,36,20
84,2,32,34
53,8,41,45
23,44,36,72
33,25,46,43
42,3,46,42
66,43,44,53
53,32,45,45
20,44,59,94
36,1,63,90
38,7,52,55
59,7,35,79
14,31,42,70
42,31,37,26
21,32,32,16
22,26,26,30
33,15,21,77
76,30,29,31
22,13,51,57
60,10,69,89
67,27,39,61
90,1,69,6
71,6,51,42
45,26,45,63
53,32,36,84
90,41,59,77
17,17,45,37
64,23,31,92
69,26,35,62
54,10,35,67
22,24,25,103
67,25,26,84
38,45,58,61
16,17,35,105
16,21,31,109
54,3,26,50
47,36,56,67
61,12,28,105
22,11,69,28
67,40,30,95
15,9,37,52
23,35,45,93
6,1,41,26
73,7,67,22
69,31,50,64
89,42,57,16
74,44,62,106
61,0,48,33
31,26,55,55
88,44,45,84
41,4,21,60
39,20,40,108
80,7,36,70
59,24,65,59
3,29,34,72
18,34,49,107
58,24,25,76
83,24,23,35
19,36,64,17
33,33,24,29
50,30,39,76
84,32,35,45
40,24,36,73
38,42,61,72
34,29,65,74
27,30,21,21
81,31,20,24
24,27,51,58
46,21,38,103
31,38,39,17
72,0,30,8
86,17,22,64
27,0,40,3
64,44,26,26
12,14,62,70
79,40,67,82
87,42,56,67
55,21,56,12
3,19,30,1
63,7,33,29
70,23,30,19
1,40,28,9
34,31,63,101
78,16,69,67
82,42,67,74
26,3,55,27
71,1,61,101
62,12,51,36
66,4,59,9
59,0,46,38
19,13,34,52
10,30,26,52
28,14,57,104
49,26,44,43
45,21,35,11
19,16,46,12
6,14,28,97
53,37,50,23
81,14,51,7
16,22,58,105
23,13,36,28
29,6,25,74
68,6,20,90
74,14,32,105
41,11,43,54
1,42,68,5
48,20,41,40
53,11,57,41
50,42,53,74
14,6,69,77
83,30,30,82
8,24,65,66
50,37,28,61
4,34,28,104
53,22,68,83
36,8,53,91
85,29,31,87
29,12,24,22
37,5,53,87
75,4,27,20
49,0,24,82
38,14,27,104
48,13,20,38
7,18,50,87
11,13,49,26
46,3,43,107
8,26,49,40
45,21,43,89
18,42,54,43
1,44,25,99
4,3,27,14
42,9,27,13
24,12,62,36
72,43,28,45
48,2,35,24
43,14,28,40
11,10,62,6
40,22,40,90
89,30,28,0
81,17,49,53
11,6,47,95
52,2,27,88
49,37,53,83
68,7,40,71
59,9,38,28
14,13,26,100
19,39,52,85
18,43,65,1
1,37,47,45
55,8,46,96
50,8,56,30
71,21,37,51
49,6,26,94
50,27,42,30
50,44,25,50
26,17,51,22
10,43,37,57
31,34,60,17
24,15,67,39
71,7,65,64
60,3,34,109
9,9,49,85
26,39,47,35
45,10,26,19
38,29,52,55
86,2,66,99
37,3,61,90
25,44,60,77
51,41,44,60
51,31,35,2
22,33,58,43
33,44,69,92
40,14,58,40
51,17,35,12
16,15,58,13
3,27,63,83
63,15,50,95
59,32,53,33
20,30,56,0
68,6,29,70
87,35,67,106
89,29,23,18
3,9,69,62
84,13,36,103
88,21,55,96
7,6,54,34
14,30,67,51
17,0,49,13
83,28,52,14
55,12,51,74
71,42,20,42
38,6,58,53
14,42,37,70
81,24,66,89
48,26,31,62
75,23,67,56
30,38,63,52
16,38,37,99
43,11,40,64
44,24,23,76
63,31,44,36
36,4,28,57
88,20,66,62
18,4,50,13
57,40,50,35
18,27,55,103
57,6,66,4
52,9,51,60
21,39,36,100
33,30,50,40
37,43,59,10
75,0,54,72
49,2,37,110
73,19,47,50
3,0,25,50
46,2,21,98
29,41,41,81
83,39,57,17
36,36,37,50
5,25,46,77
43,10,35,103
89,24,63,33
82,14,46,42
59,42,21,93
13,17,30,49
21,43,34,30
31,27,57,67
62,17,70,100
51,20,25,86
38,27,20,49
7,20,65,100
51,21,37,27
40,45,69,40
61,19,20,12
28,11,59,11
61,29,55,3
34,19,55,70
34,33,68,40
68,35,32,71
4,11,27,77
83,36,36,89
30,35,51,103
45,14,21,23
16,43,63,108
62,2,60,32
13,18,33,76
14,13,70,9
62,23,31,88
88,28,62,21
65,21,47,19
10,20,66,8
35,28,70,104
85,6,26,65
2,21,60,17
23,27,42,6
13,15,35,91
6,8,65,78
23,9,66,90
8,1,33,49
47,31,58,29
70,26,30,73
67,37,70,100
39,38,48,12
87,27,23,58
66,6,66,3
41,8,50,91
10,38,44,4
81,18,60,4
64,8,37,40
20,26,51,49
2,23,40,45
45,28,67,109
66,18,32,104
30,21,40,62
86,29,25,42
29,44,45,21
88,15,32,84
33,26,26,10
72,33,63,46
24,15,66,4
37,35,64,38
83,6,69,107
28,24,57,83
18,19,37,54
81,17,26,4
85,37,67,96
71,44,50,39
74,19,55,50
64,27,70,67
24,8,23,102
7,10,23,6
18,38,41,70
38,33,59,59
43,24,23,71
68,24,66,24
74,24,54,13
60,23,32,109
18,5,57,97
77,3,25,57
40,26,39,90
57,16,52,90
69,4,35,9
89,37,38,24
45,23,56,37
71,4,48,53
48,41,47,60
46,28,53,22
66,18,45,58
5,28,22,87
21,36,54,62
31,32,60,28
34,32,35,77
26,30,23,47
21,3,51,30
82,36,62,37
79,3,42,68
85,43,21,97
71,12,37,59
57,17,50,84
75,2,22,28
65,29,52,103
14,41,28,10
79,13,27,99
67,0,34,93
59,17,52,8
45,14,23,40
57,33,30,79
52,7,64,13
17,32,41,13
38,14,41,36
75,35,43,7
50,22,38,0
65,40,35,67
68,7,70,18
57,6,36,33
71,40,51,78
90,45,57,100
38,42,36,107
36,0,32,55
72,13,53,15
51,21,48,76
71,36,37,94
20,34,36,53
85,12,55,67
25,25,31,50
60,37,20,26
87,41,62,26
68,37,27,56
33,16,61,91
59,31,54,47
82,15,39,109
36,6,41,25
67,2,42,98
20,22,46,63
55,40,37,6
52,36,50,96
70,22,52,86
14,31,67,11
73,28,40,56
85,37,63,109
72,18,67,63
72,22,52,66
80,43,33,39
88,7,37,40
20,8,59,81
21,29,67,106
22,2,34,60
19,10,41,65
35,27,66,29
59,38,68,49
29,9,20,7
50,19,23,66
45,29,54,20
74,14,21,40
21,11,66,69
22,44,47,10
18,25,62,12
58,20,70,96
72,34,69,52
39,34,49,25
24,15,49,18
39,2,38,30
81,36,23,91
45,25,24,45
51,11,36,62
81,5,36,45
20,5,55,101
12,30,62,42
37,7,67,109
73,34,69,91
59,31,39,59
55,10,47,9
14,22,64,45
40,39,45,59
64,36,34,98
32,1,30,75
65,24,40,54
55,43,44,0
41,34,70,25
26,11,25,24
1,25,60,52
81,19,60,82
29,31,32,80
13,23,54,105
35,34,35,33
2,22,36,27
25,3,62,9
16,29,44,46
4,16,67,2
38,39,32,98
73,26,57,102
67,7,32,47
66,40,54,83
75,15,58,66
11,31,56,87
54,29,56,1
16,37,69,66
88,34,44,54
46,5,43,19
62,17,63,33
69,28,20,12
70,11,52,108
73,16,20,34
52,3,57,79
24,34,21,97
84,40,24,94
57,43,25,48
77,30,64,85
32,20,40,14
82,25,54,85
58,22,20,99
77,10,39,60
85,19,64,105
32,21,52,9
28,2,35,88
19,32,47,86
45,38,48,67
76,2,40,33
79,31,63,25
5,27,45,32
18,27,43,105
27,20,44,74
90,28,65,14
25,0,49,22
87,18,44,83
20,34,62,13
78,22,57,4
53,1,35,31
80,41,53,32
84,35,40,68
34,23,53,25
32,37,58,97
57,12,45,30
3,12,34,48
69,18,56,84
47,7,69,68
70,44,48,80
50,29,50,2
4,19,59,104
80,38,51,12
5,18,31,68
24,40,61,21
73,20,30,87
38,34,22,30
29,24,61,90
50,13,69,78
63,26,67,50
51,43,57,14
5,39,39,65
83,22,68,22
49,33,52,74
83,42,30,82
79,15,30,55
31,30,58,72
57,6,26,15
72,32,43,43
66,6,69,79
12,28,42,54
56,38,37,91
36,2,69,110
42,13,24,82
83,41,24,86
69,42,54,91
36,23,70,98
2,36,38,39
88,18,33,23
73,39,28,40
77,2,31,46
1,23,68,91
32,42,24,104
21,18,36,9
27,8,64,66
6,36,36,40
35,44,49,86
40,13,69,86
7,22,57,85
82,16,62,33
8,37,46,20
78,27,42,36
18,6,69,100
37,41,42,4
19,16,47,81
77,31,46,54
38,35,25,50
1,28,43,76
85,0,32,96
15,6,67,18
62,15,52,52
30,31,22,3
39,5,57,91
88,36,32,82
19,24,68,71
86,41,63,34
87,29,63,88
19,12,65,48
19,44,66,44
54,21,28,58
49,29,46,109
73,4,41,30
27,36,35,109
11,27,68,41
69,34,58,32
55,30,60,109
4,21,56,26
57,38,27,46
60,18,60,7
9,10,48,37
58,36,42,12
46,45,40,61
21,31,47,73
42,23,28,4
20,42,22,34
58,40,20,35
66,39,30,100
71,19,38,33
12,30,26,88
84,21,61,62
1,1,59,79
12,32,44,92
60,38,28,58
57,6,24,60
29,44,44,67
36,4,45,57
53,9,59,53
75,37,25,32
20,12,64,5
57,22,37,82
48,40,23,55
71,7,70,35
2,35,55,60
39,45,45,25
72,13,46,55
74,8,40,33
12,16,53,40
49,37,55,95
79,44,66,69
52,11,60,102
60,35,64,23
19,22,28,23
52,28,25,88
59,4,68,89
36,32,32,62
85,45,61,107
54,29,48,71
41,14,70,53
55,27,60,15
12,19,41,64
5,0,69,104
33,31,56,55
42,29,68,97
60,39,40,49
31,33,21,97
3,31,51,10
55,11,53,66
52,32,30,70
2,35,62,49
57,1,65,20
15,10,24,26
74,26,28,71
76,4,60,63
31,40,31,15
46,10,51,32
86,14,57,88
63,4,35,78
45,11,50,46
6,9,41,20
67,40,39,78
89,6,28,93
74,0,60,72
55,19,37,48
77,15,21,2
46,45,35,22
85,6,66,2
90,24,36,45
15,26,68,7
1,16,59,61
74,7,51,81
9,39,24,15
59,39,34,85
84,24,30,101
40,9,38,76
72,36,33,98
60,34,28,101
5,5,44,14
42,39,33,48
80,8,39,14
24,3,50,60
58,17,55,16
21,14,59,60
19,7,28,2
9,37,59,17
39,29,34,96
66,45,45,97
24,41,58,33
25,35,41,31
22,18,20,110
1,8,48,38
26,32,70,73
14,21,67,78
25,12,40,56
44,29,61,49
16,10,46,103
44,23,50,102
6,42,66,33
15,7,41,9
2,34,29,66
7,5,69,91
50,36,20,102
86,24,70,25
17,12,61,50
12,29,37,106
11,29,27,90
89,37,30,30
29,39,53,98
16,35,61,72
89,3,47,70
16,45,68,22
15,8,39,104
83,34,66,33
85,45,48,66
51,7,21,104
48,31,42,65
34,38,46,64
79,1,61,39
18,41,51,73
48,1,45,17
19,21,60,88
56,7,21,45
21,30,49,28
73,34,45,7
30,25,32,62
80,34,22,51
90,1,39,63
83,13,28,105
5,12,64,28
26,37,27,40
78,5,41,69
65,15,26,60
1,12,64,99
20,10,58,64
8,34,26,14
16,20,50,78
28,0,63,90
90,28,59,67
81,21,57,75
9,14,62,13
26,18,40,31
18,0,38,74
11,0,33,46
21,15,41,63
67,24,29,57
88,10,27,66
54,35,25,96
13,38,60,36
40,41,40,86
10,10,25,21
4,22,38,105
67,36,67,82
25,6,63,70
13,43,62,59
30,33,31,35
46,37,47,69
83,37,51,96
84,25,43,87
53,16,21,7
24,44,42,15
71,26,23,47
64,5,38,106
49,9,44,0
4,19,50,52
9,22,24,106
19,30,68,67
5,43,61,73
6,45,43,4
2,26,30,16
13,18,57,108
11,11,43,92
16,19,43,61
71,3,46,107
42,5,24,98
77,17,40,55
68,14,48,32
58,14,61,109
64,34,31,11
74,15,59,105
37,4,67,27
33,16,41,68
50,18,39,44
65,41,50,77
88,37,43,104
87,13,51,44
27,29,56,71
1,11,51,14
88,2,50,10
37,12,40,107
2,35,62,81
89,8,66,37
12,6,44,63
8,42,22,108
28,6,52,19
6,14,64,63
80,42,24,21
50,41,48,88
64,34,22,54
16,25,48,106
59,15,60,59
40,36,43,33
58,29,42,50
45,6,60,22
15,31,29,101
78,23,29,106
18,36,50,21
24,23,70,43
30,34,49,4
28,3,31,63
12,24,60,66
50,14,45,83
36,9,68,11
62,24,26,15
79,29,67,13
58,12,25,69
79,10,48,27
61,25,30,0
65,39,26,85
15,37,64,35
63,39,60,109
44,19,47,32
17,9,62,105
52,37,36,24
21,41,69,100
85,13,29,8
49,7,56,82
34,45,48,20
7,24,42,54
29,33,24,44
88,22,32,67
6,10,21,2
9,36,50,24
80,21,35,105
84,30,32,68
10,37,54,107
78,4,47,30
28,26,41,21
42,14,59,74
76,18,52,97
14,33,49,42
32,11,32,95
79,27,23,97
67,38,48,1
35,45,36,12
84,27,20,56
40,20,44,45
22,8,39,7
33,20,35,0
6,12,43,56
83,3,45,13
41,39,62,25
80,27,68,87
12,36,20,36
67,27,22,63
17,7,37,101
22,9,25,40
36,23,30,100
41,3,56,51
55,34,20,41
21,37,55,47
39,7,23,44
59,33,64,85
85,36,67,5
48,25,56,1
35,34,42,105
27,4,23,67
67,30,47,69
36,42,61,101
10,30,24,20
60,27,40,79
38,8,61,94
1,25,37,99
82,14,21,28
66,18,41,0
78,22,36,99
88,27,69,43
18,44,57,21
53,37,45,16
