Soil Moisture,Temperature, Soil Humidity,Time
65,16,23,81
61,38,69,58
57,19,24,105
32,27,44,89
73,38,37,40
25,45,62,23
28,2,62,34
26,8,22,42
84,41,54,100
47,39,60,89
22,24,48,22
39,10,59,23
28,7,46,45
84,42,36,33
30,29,51,77
41,42,62,37
85,22,69,66
75,20,41,76
42,41,55,1
48,5,60,74
90,8,26,33
34,15,62,96
26,26,70,67
29,35,34,71
68,28,62,81
10,24,57,31
6,6,34,62
18,29,62,40
73,38,55,86
56,39,63,75
55,8,68,50
54,32,67,61
60,2,46,75
27,1,24,69
54,28,48,29
38,3,70,56
60,17,64,47
23,42,53,16
15,8,44,99
22,40,59,24
66,14,23,2
21,21,67,91
70,35,69,16
24,13,58,87
62,7,39,43
44,8,33,42
28,15,22,74
52,42,70,16
8,0,53,66
29,34,61,93
59,4,45,58
19,30,58,74
67,32,66,72
65,5,26,16
74,43,37,92
25,15,38,5
51,41,47,78
73,24,52,51
23,35,45,50
56,4,21,44
62,7,26,57
8,29,46,105
10,14,36,72
2,25,55,45
63,16,50,30
81,23,60,68
50,11,43,76
77,3,46,19
45,10,25,53
43,8,65,7
60,22,43,2
86,22,35,11
47,37,40,9
49,27,55,94
68,5,53,3
13,24,44,72
14,13,24,30
45,37,33,62
42,9,70,11
3,39,58,101
11,23,30,7
81,35,44,1
18,27,48,14
34,42,37,102
36,27,68,96
30,41,38,78
85,39,20,82
6,4,47,46
32,41,60,71
37,30,31,95
20,44,61,52
60,25,28,0
38,31,50,7
73,38,38,34
63,24,24,105
31,18,57,66
80,31,37,42
67,9,47,51
58,44,59,40
71,36,25,68
54,2,22,53
12,12,46,101
41,33,37,102
72,23,68,64
76,11,63,101
70,38,43,17
36,1,43,109
47,30,31,109
62,14,44,6
6,16,24,79
66,10,31,29
42,39,51,1
15,35,54,68
75,19,56,54
38,2,51,38
18,15,56,78
9,2,35,11
74,18,59,18
54,39,51,52
55,36,25,63
22,28,38,69
26,29,35,59
72,15,55,80
12,1,68,68
60,21,47,42
88,35,61,76
21,2,51,2
37,15,65,86
62,22,30,94
4,28,22,45
2,31,21,41
58,32,22,42
87,36,61,3
90,40,32,29
7,11,23,76
15,10,28,34
38,16,35,28
43,29,58,27
43,13,44,1
28,23,38,98
76,38,58,29
29,25,37,96
32,28,33,104
48,34,41,34
33,43,20,44
46,8,31,9
60,31,24,35
60,5,59,47
48,11,22,86
35,10,46,0
61,11,46,61
60,29,52,79
78,37,62,59
83,36,64,84
40,26,49,104
88,0,44,106
39,9,68,13
16,26,63,83
58,2,29,86
12,23,63,25
11,33,70,79
34,0,46,107
27,6,40,10
2,17,35,38
6,26,55,46
29,12,39,62
7,18,26,6
53,10,23,78
9,19,69,82
50,14,53,61
44,2,53,0
20,26,49,73
85,22,66,88
52,5,65,24
79,21,38,55
71,28,25,51
5,20,46,0
90,35,40,71
54,7,42,11
20,32,26,44
65,11,63,46
47,29,38,13
26,3,64,91
25,19,67,86
72,18,34,94
10,25,37,14
36,19,59,44
50,4,58,87
29,38,53,59
54,13,55,19
56,2,70,13
44,27,42,59
84,34,55,88
48,3,65,65
78,19,50,98
65,3,21,105
28,14,39,68
88,34,50,67
54,12,29,4
2,33,35,102
53,24,40,19
2,44,46,45
74,16,69,99
8,23,38,90
89,4,41,49
76,1,42,56
38,35,70,74
66,34,22,99
66,17,70,3
89,1,25,91
70,24,48,87
65,32,32,92
8,12,44,65
52,22,53,104
56,31,38,19
20,5,43,47
87,20,49,66
19,43,46,78
65,5,24,43
36,24,22,84
69,0,26,94
46,5,55,99
44,34,21,40
70,18,46,74
61,31,26,71
59,10,47,106
84,11,55,49
76,20,30,35
5,21,35,4
52,38,47,37
90,44,54,79
47,23,47,5
46,42,39,42
15,2,47,31
46,37,39,84
66,17,41,36
21,37,39,77
87,18,24,0
2,16,41,64
18,36,23,102
2,14,32,0
87,41,56,17
59,18,42,92
85,29,42,23
43,45,43,16
19,12,26,8
54,3,70,83
14,43,45,64
19,5,23,53
77,32,38,34
7,44,55,4
63,12,65,87
77,22,23,70
73,21,22,88
6,15,69,50
45,2,26,41
56,1,32,90
52,22,40,102
11,16,20,34
59,30,34,71
5,0,22,46
43,22,45,33
21,43,61,84
78,1,65,99
25,23,34,67
85,16,53,7
20,22,44,81
41,20,27,104
24,42,28,25
8,7,40,21
39,23,43,92
55,4,66,5
2,39,41,81
2,26,27,24
31,44,45,38
82,39,50,7
89,22,20,71
82,13,32,7
41,1,30,102
33,6,56,102
23,0,63,50
25,10,34,73
55,24,46,103
81,44,51,72
22,26,36,85
18,6,44,18
33,8,21,39
66,24,65,20
28,23,55,108
33,17,27,84
50,42,52,33
10,6,53,69
48,32,35,60
71,35,48,13
9,35,41,64
66,30,23,99
78,9,41,7
23,34,40,56
16,40,42,97
26,21,43,49
49,27,59,63
63,40,28,39
52,34,59,20
55,12,24,26
90,17,50,85
30,44,38,36
44,31,46,32
83,11,67,78
5,34,37,39
2,12,28,90
18,21,41,45
32,27,30,54
82,13,26,65
84,40,51,98
84,12,62,71
69,32,66,53
75,34,54,33
38,34,40,23
19,4,51,17
85,20,64,69
63,29,47,102
23,20,69,45
40,11,24,6
54,17,34,45
78,11,36,71
86,1,34,73
66,32,48,25
54,38,41,60
10,29,65,83
39,19,38,27
28,27,57,53
66,3,61,108
44,18,62,20
46,45,36,73
56,0,32,100
39,35,48,12
57,20,20,70
17,17,24,107
79,34,34,20
6,2,58,30
30,9,64,15
30,14,68,39
31,39,39,12
69,26,53,82
73,32,42,13
7,34,26,66
20,26,37,62
82,0,23,32
31,32,52,102
45,20,49,71
80,44,60,52
81,27,53,14
12,14,57,80
31,28,33,75
8,38,41,51
36,28,44,23
60,8,55,19
51,27,60,77
9,11,21,68
3,11,70,50
78,33,40,8
41,14,70,17
85,1,70,102
9,45,68,93
10,21,24,80
57,29,37,7
8,15,70,19
42,35,60,8
9,37,58,57
12,45,22,13
58,31,27,65
48,8,27,72
3,5,28,31
63,26,41,53
67,38,70,48
83,38,68,91
86,6,28,56
36,4,52,82
66,9,53,78
31,4,44,54
28,5,39,29
2,38,56,43
85,26,30,9
18,36,30,39
45,39,70,52
24,33,20,27
51,23,60,19
28,1,27,28
25,36,70,16
71,17,34,80
48,34,55,7
26,37,62,108
65,37,48,57
18,1,51,3
19,20,22,93
10,0,25,15
50,3,63,67
88,14,40,31
86,44,53,98
60,28,50,90
37,29,59,96
53,12,55,73
14,6,25,2
48,44,40,10
74,25,61,33
40,13,47,72
42,21,67,19
3,4,40,106
7,29,65,96
75,15,34,34
89,11,47,96
57,40,47,92
28,13,63,5
45,21,47,71
39,26,60,18
77,0,61,50
41,10,36,21
73,40,39,95
47,42,29,43
46,38,44,4
62,5,48,40
52,32,70,94
56,41,42,37
87,23,62,106
50,26,61,43
66,25,51,22
79,0,38,106
53,18,41,80
31,32,67,33
88,26,32,95
82,19,55,68
11,13,39,74
40,34,63,48
14,27,25,22
5,12,69,62
33,44,40,58
43,7,27,79
36,26,55,109
18,12,54,49
15,15,22,75
58,39,68,73
9,17,50,20
52,0,44,19
74,1,45,100
58,42,66,108
76,35,24,33
68,5,53,102
22,14,28,84
77,12,25,101
46,14,40,4
16,42,52,106
35,14,22,107
48,39,63,29
10,4,52,17
89,36,32,92
75,26,60,36
9,23,46,77
16,36,41,110
67,10,35,110
89,20,70,97
24,23,50,109
50,36,64,16
12,21,32,20
78,31,56,57
39,0,59,55
84,26,32,42
32,9,55,48
18,21,66,42
21,35,51,96
41,7,69,73
59,37,23,74
89,2,31,62
39,12,48,5
56,21,57,19
48,29,69,37
52,10,38,58
80,38,43,108
59,9,64,83
57,40,29,9
11,19,63,18
48,25,23,45
3,25,63,1
53,40,49,72
81,7,65,25
42,15,59,60
59,44,59,18
60,39,49,94
39,17,38,4
84,44,49,65
44,15,61,20
69,5,43,53
24,19,28,42
78,4,27,48
6,4,62,35
90,8,49,94
6,35,70,66
62,21,22,100
89,3,50,56
65,7,35,96
46,4,47,29
27,19,63,107
53,9,32,45
66,24,47,40
2,30,25,0
54,42,70,59
19,29,52,103
75,7,58,9
90,24,39,35
37,23,30,8
22,11,62,13
51,22,61,36
23,13,27,74
30,40,62,80
12,29,27,61
43,27,47,4
22,29,48,110
10,22,70,1
51,23,59,83
35,33,54,107
62,37,70,13
41,38,51,59
36,27,27,15
83,1,63,27
51,32,62,80
84,36,47,63
76,7,24,35
13,35,25,1
22,2,37,8
34,39,26,92
28,38,49,0
39,24,35,24
25,42,22,51
60,21,49,98
78,15,37,107
80,1,62,46
46,12,59,34
70,11,26,55
87,22,53,109
41,15,42,19
9,12,68,62
5,20,68,93
52,20,30,18
19,9,36,33
60,9,27,23
87,6,61,56
25,18,60,88
53,26,21,17
78,21,33,105
65,7,59,106
47,38,37,38
15,30,36,79
79,4,43,102
83,6,67,47
8,15,24,102
64,28,32,49
8,10,20,93
26,2,46,39
22,17,62,75
1,34,33,106
5,37,60,58
26,5,37,52
44,38,20,104
4,22,28,89
44,38,62,25
39,18,50,107
29,1,40,87
71,7,37,97
42,23,65,32
65,7,58,106
6,7,44,81
89,43,54,93
54,39,49,48
39,34,54,72
27,4,67,82
83,42,43,48
26,17,50,13
60,20,36,102
16,41,23,46
42,40,22,13
6,11,61,5
21,30,54,74
72,29,46,20
34,40,52,34
31,14,32,53
29,5,28,78
68,36,24,9
90,34,61,40
33,0,32,79
45,44,24,94
2,27,26,100
10,17,61,103
72,16,35,39
39,17,41,105
47,9,22,7
22,20,47,52
44,45,53,102
88,28,69,93
53,41,34,108
46,23,46,1
69,17,61,50
52,19,58,110
76,29,39,37
22,18,60,26
14,17,28,24
63,29,25,88
32,23,56,101
79,23,23,101
63,2,43,84
79,12,62,62
72,14,23,54
84,20,42,25
33,42,55,63
18,11,67,5
63,40,34,21
40,6,52,29
23,15,21,102
60,2,21,40
81,32,61,96
22,23,27,88
80,0,51,31
60,16,27,26
54,21,48,110
28,9,23,18
52,24,22,92
62,41,48,87
9,8,26,6
39,5,30,28
49,34,49,32
71,43,26,14
52,18,31,4
56,32,63,105
16,8,26,51
13,31,30,96
4,0,67,18
89,43,37,11
76,29,65,1
85,26,20,82
87,41,57,84
21,12,40,13
24,24,24,101
16,17,37,50
69,40,38,14
63,39,51,30
31,2,37,94
58,36,44,50
53,7,63,74
51,10,35,109
82,0,41,48
60,3,20,10
80,19,46,13
39,44,66,7
34,44,44,79
7,30,56,19
76,31,21,24
5,8,66,95
72,19,70,11
79,15,29,67
48,18,42,62
14,25,60,87
66,39,30,81
32,41,70,6
62,45,60,90
12,40,68,58
56,17,32,67
14,39,52,105
27,6,59,52
41,31,28,71
64,42,45,63
55,15,54,87
21,14,58,62
48,23,35,103
8,6,63,66
3,12,50,18
32,38,60,79
83,41,25,32
87,15,54,42
4,33,35,23
2,22,20,64
25,31,69,27
72,27,58,92
12,17,34,86
69,42,57,49
18,5,28,73
81,17,61,93
89,20,61,85
67,7,70,23
81,9,21,69
30,30,42,71
57,24,37,27
43,45,41,86
82,1,50,60
19,44,30,56
33,4,46,17
37,22,45,105
45,21,60,38
1,23,53,105
59,41,33,103
44,14,70,93
23,24,56,42
13,44,28,12
56,15,60,16
4,13,27,8
68,9,59,15
9,16,26,58
70,31,27,14
48,7,44,44
63,23,53,21
85,2,29,5
56,17,58,96
51,2,45,54
23,20,57,71
21,12,26,30
19,34,26,80
27,2,36,57
68,5,47,87
31,18,30,36
87,5,26,90
82,32,20,72
33,28,26,30
24,13,67,55
33,16,25,18
88,19,36,66
15,44,55,62
42,8,24,69
32,45,37,102
47,45,31,92
57,22,49,50
79,27,61,22
25,6,61,109
30,8,32,41
77,44,70,55
32,26,69,45
88,38,62,96
39,3,40,5
21,12,66,88
50,37,59,56
60,45,61,87
35,1,33,31
70,34,37,71
15,20,60,12
16,1,63,82
28,37,57,74
81,28,23,42
28,45,56,23
63,27,66,69
21,30,64,53
56,23,43,105
17,37,21,82
76,2,25,66
9,12,57,16
48,7,51,17
69,3,34,49
18,36,62,75
27,21,49,65
36,37,66,9
68,3,59,0
74,31,52,108
31,37,70,11
20,18,65,48
7,34,29,36
65,44,40,46
15,45,49,18
23,35,35,103
57,31,66,37
62,35,33,38
47,11,23,69
21,24,58,54
72,0,65,62
5,35,31,47
56,26,40,0
82,6,58,62
70,43,31,43
32,23,52,29
34,11,66,101
8,43,24,97
18,38,59,66
71,5,49,53
62,12,70,39
15,28,51,39
20,2,22,65
79,35,22,2
6,28,66,42
63,8,41,73
45,41,41,106
21,27,21,79
66,31,67,5
14,34,34,29
77,1,26,79
47,45,68,51
63,18,53,30
18,0,52,12
3,5,65,14
42,34,51,37
12,21,68,52
28,43,68,11
20,6,61,64
12,27,62,27
72,35,61,104
51,28,52,9
90,38,67,89
49,7,22,7
70,14,60,61
23,26,56,2
42,19,23,47
86,33,35,20
64,30,39,63
5,10,47,15
9,42,26,87
64,41,26,4
25,34,48,6
72,14,30,71
84,8,27,95
29,30,30,84
90,6,49,47
34,15,27,106
89,36,69,30
79,14,61,29
42,10,35,17
86,13,61,70
39,23,45,107
74,20,66,57
23,8,64,41
19,28,64,52
29,6,23,81
32,27,51,78
36,34,30,73
37,4,24,34
29,37,24,83
84,28,33,83
15,2,42,58
21,21,28,16
53,22,46,46
5,33,28,22
17,18,48,35
53,11,58,100
81,9,68,73
6,37,32,105
22,12,31,47
52,44,36,55
36,43,44,89
72,3,29,83
3,41,41,0
3,8,29,5
55,19,32,12
50,15,69,27
28,35,37,57
60,14,24,13
51,10,52,30
21,16,40,56
21,14,55,51
30,34,53,105
35,43,52,46
70,21,38,13
46,23,23,41
70,12,40,74
71,9,23,38
77,36,59,48
31,7,39,83
3,12,23,64
22,24,40,53
28,31,26,55
85,41,22,5
84,39,32,40
13,39,44,104
48,27,22,36
25,15,24,97
2,0,55,101
81,39,67,35
82,15,20,65
58,30,27,18
76,8,23,6
34,7,27,7
25,23,70,62
23,17,48,5
45,32,37,31
20,21,31,32
9,3,35,9
88,14,41,89
88,7,64,96
79,36,46,71
64,43,50,57
33,45,29,61
64,37,22,94
86,29,70,51
38,15,53,58
71,31,21,72
74,6,28,58
86,34,24,46
47,29,61,76
14,17,46,58
69,26,56,53
29,11,37,94
9,37,42,105
47,5,50,61
84,19,56,58
12,1,24,86
75,13,35,59
61,12,37,64
57,34,40,12
73,5,39,16
39,21,66,91
33,16,31,63
38,6,52,42
70,37,56,77
27,17,53,41
17,42,48,35
28,16,69,84
85,25,30,57
60,34,33,54
12,21,21,34
43,13,49,8
52,8,22,25
26,2,51,38
38,25,41,40
60,18,63,30
6,22,50,21
16,38,55,91
58,28,43,109
47,32,62,61
8,20,45,77
22,24,57,22
1,41,48,73
50,28,66,42
26,23,50,37
82,37,35,92
77,13,49,109
44,44,51,84
14,20,39,76
5,43,42,30
73,3,52,31
85,39,30,50
85,1,45,7
37,19,27,29
86,34,20,23
15,42,30,61
36,10,46,98
12,28,39,56
85,24,26,95
37,27,27,104
81,26,46,41
61,1,36,1
27,18,49,72
73,28,20,98
85,9,46,10
14,9,22,2
57,36,37,106
57,37,48,22
88,20,46,50
76,14,48,58
60,32,58,50
81,6,29,61
70,16,64,59
64,32,39,48
68,26,27,28
28,28,62,56
51,14,35,38
5,17,46,67
75,25,36,99
19,7,22,3
37,3,33,38
59,7,40,6
90,4,23,73
29,15,60,10
75,38,45,37
62,10,57,48
36,7,24,86
78,1,44,30
78,23,69,68
3,37,27,95
22,10,20,96
17,30,21,3
76,16,67,30
76,37,23,79
27,22,53,62
19,39,28,47
25,10,50,16
37,26,24,99
30,43,54,57
44,40,20,103
83,28,44,40
8,5,29,106
87,35,54,6
90,26,66,31
12,1,27,11
36,37,59,11
61,12,66,54
87,44,41,52
29,3,30,59
28,0,23,78
33,24,29,41
22,8,46,105
1,1,55,50
11,39,32,81
71,31,35,65
2,34,38,59
88,40,21,51
18,35,64,41
28,20,63,6
12,5,31,77
43,41,26,99
83,25,63,13
64,5,69,94
43,42,42,71
39,33,54,110
38,0,63,53
64,21,32,75
49,41,45,20
21,3,22,38
43,22,51,25
77,1,49,63
30,7,54,56
21,41,47,96
81,38,48,102
55,12,43,34
87,31,65,46
66,45,44,39
51,28,29,78
20,16,37,63
22,34,21,70
76,42,24,18
78,5,32,11
48,24,42,77
66,22,43,1
42,29,38,75
43,20,44,100
84,10,51,63
70,34,69,14
32,19,44,25
16,29,30,104
32,37,24,98
41,27,44,16
16,9,21,94
84,22,51,44
68,22,24,48
35,5,34,5
56,2,22,59
42,45,26,99
60,31,46,42
41,11,57,10
34,37,42,53
12,6,25,2
88,33,61,5
61,0,53,79
76,29,25,67
67,31,45,84
11,40,28,109
69,40,27,95
55,29,37,105
8,18,65,42
2,25,29,105
39,36,32,88
38,0,51,69
9,31,37,103
13,41,27,59
45,6,49,69
27,40,61,77
64,33,28,105
38,9,70,81
3,20,60,46
47,21,50,71
71,21,20,3
58,38,26,91
42,13,34,28
37,25,58,28
69,37,28,16
88,44,26,92
5,20,48,4
2,11,68,86
33,11,23,12
67,11,68,23
90,32,48,48
28,17,50,3
42,2,59,104
69,23,25,105
61,34,31,5
8,42,20,42
74,7,51,107
50,21,28,32
90,23,61,100
90,12,39,12
80,25,52,59
85,30,66,69
59,17,55,67
45,24,57,93
44,3,30,35
20,19,57,36
57,33,40,105
49,3,67,29
21,5,53,42
77,16,61,1
88,13,39,59
16,42,31,106
1,28,52,28
24,11,45,65
39,22,42,48
39,24,50,16
61,34,29,106
27,29,28,68
33,16,67,73
11,44,30,90
41,44,66,71
24,10,47,38
4,30,68,87
9,38,30,77
88,10,56,39
24,2,33,28
8,15,32,53
35,12,24,74
85,5,51,29
15,7,64,105
44,34,43,82
1,6,68,68
87,31,28,58
49,22,29,91
68,31,41,43
85,7,35,8
26,37,24,16
44,18,41,62
54,2,39,96
44,5,70,79
63,6,47,24
56,0,40,95
84,43,58,25
12,33,56,66
34,37,44,17
78,17,66,77
52,5,24,24
83,3,64,13
25,2,68,98
30,4,29,55
7,27,32,69
35,5,38,80
41,35,28,63
77,35,39,98
3,29,27,53
80,27,70,29
1,22,57,42
45,43,43,64
38,37,64,8
3,36,40,82
66,40,59,22
40,13,26,27
37,0,29,47
82,35,45,35
79,20,42,53
20,39,50,97
62,30,33,42
85,45,39,74
87,39,51,22
85,44,54,40
29,20,67,17
87,31,53,13
78,34,45,110
66,32,63,61
45,41,49,30
75,18,50,72
80,40,32,66
50,2,70,87
38,41,26,9
83,34,22,53
7,33,51,3
68,11,31,83
44,40,23,95
67,35,59,60
88,10,67,30
88,18,29,3
80,29,31,32
67,5,22,86
67,17,53,52
28,1,49,47
77,7,68,32
38,41,46,46
62,28,54,63
3,4,64,56
62,4,55,4
37,19,58,99
52,14,23,92
52,12,41,21
62,2,21,2
59,2,59,106
36,26,48,22
24,3,50,26
8,18,55,24
2,23,29,35
8,2,46,93
39,16,49,67
88,39,41,41
58,30,21,14
79,41,70,53
8,28,58,66
2,30,23,81
54,11,69,40
15,35,40,97
48,29,36,54
76,39,27,69
58,35,60,25
85,12,25,92
25,17,47,14
83,10,61,106
77,37,68,102
53,1,33,20
13,33,70,6
1,19,70,56
24,9,41,92
85,40,37,99
74,15,40,41
46,40,56,59
43,1,33,46
35,19,56,38
48,30,66,76
34,33,56,22
55,13,62,57
14,26,54,110
61,38,69,39
78,39,43,61
67,17,55,95
29,11,59,64
28,14,49,21
83,1,51,10
84,16,42,74
4,5,47,28
33,15,56,56
73,35,22,7
33,13,66,106
25,10,57,91
72,34,70,88
87,16,58,27
29,19,65,3
27,33,64,78
57,44,43,93
51,1,40,105
42,26,65,108
29,36,67,77
26,12,38,86
24,10,56,74
72,39,42,14
70,39,52,52
41,36,51,14
90,31,53,52
72,9,70,40
5,37,44,64
38,9,65,27
40,9,21,95
76,13,41,10
88,31,32,67
87,29,40,58
37,6,36,84
20,18,32,65
78,25,70,81
1,10,66,60
30,26,52,83
65,12,43,68
11,20,29,105
75,39,44,14
60,16,48,42
87,28,35,34
42,2,32,20
36,31,40,108
86,36,49,58
75,4,35,95
67,29,56,51
15,0,60,27
63,38,64,107
49,6,56,49
74,3,32,80
77,44,58,12
75,26,24,95
46,19,36,82
77,35,35,104
71,38,52,24
43,4,51,73
6,2,30,66
31,4,37,0
18,39,26,108
58,30,24,70
47,26,56,1
65,15,27,90
15,21,56,91
48,2,45,97
52,44,38,31
4,9,48,82
43,2,54,65
71,0,33,37
54,29,63,39
3,31,59,7
28,14,22,21
84,12,32,51
2,7,43,106
19,36,49,26
82,34,24,35
82,24,38,57
1,29,64,94
54,2,33,54
69,35,35,79
76,29,65,74
49,7,70,62
2,14,44,75
69,16,25,39
74,3,20,57
25,26,51,95
48,21,44,27
53,28,64,49
72,13,47,110
37,27,45,50
7,23,64,23
28,16,63,98
3,42,35,5
61,2,42,66
36,27,53,5
22,11,62,108
81,45,20,46
47,42,64,79
57,36,40,56
44,16,68,93
49,36,33,6
45,28,27,56
58,28,47,91
5,16,32,46
68,13,49,4
47,35,65,21
9,29,22,40
32,4,63,29
14,41,62,81
15,28,68,46
34,27,69,86
42,18,64,43
36,44,48,59
18,38,65,73
55,33,60,42
13,33,31,96
1,1,59,86
29,19,31,77
8,22,60,106
69,40,32,81
88,45,25,88
25,29,29,44
89,12,48,67
19,9,68,44
3,13,47,74
66,35,59,7
44,31,50,101
26,34,48,0
18,43,33,29
14,35,29,98
81,38,46,101
24,13,31,107
61,26,48,7
72,3,59,23
43,30,59,99
86,14,69,73
82,22,57,109
82,8,56,96
26,8,25,10
72,4,45,30
14,2,41,35
31,13,55,30
73,32,65,89
40,41,35,55
79,2,33,50
75,31,28,85
7,30,60,12
83,28,36,69
47,10,24,58
57,5,54,96
3,44,66,92
71,23,59,94
28,20,46,86
58,30,35,69
21,19,69,39
4,37,66,39
84,28,21,98
88,18,20,24
55,23,39,30
62,14,20,79
51,15,33,29
21,25,20,29
52,38,57,11
79,41,57,44
61,2,29,38
85,8,59,76
79,31,45,0
13,38,50,91
67,2,42,5
84,18,68,92
51,1,55,36
24,32,50,16
2,24,67,93
25,34,49,40
22,2,23,61
84,45,38,91
22,15,47,7
47,9,46,35
90,35,41,79
34,17,51,70
26,44,35,70
2,13,40,51
78,4,27,104
43,25,52,68
40,41,64,104
40,29,20,22
41,26,25,100
75,41,29,4
64,29,47,64
13,10,27,68
12,28,52,88
9,14,69,67
10,39,36,77
26,5,27,10
90,16,44,58
53,14,39,22
77,44,64,74
88,26,37,7
34,39,58,49
10,11,22,98
47,42,55,54
82,8,65,32
6,34,46,106
81,0,40,30
3,3,68,33
65,5,37,59
88,14,30,6
27,10,43,79
47,11,67,74
82,25,68,40
15,14,34,41
23,35,62,98
69,17,31,89
24,30,57,3
83,14,48,78
2,33,47,100
82,37,68,49
15,21,53,6
4,23,31,46
56,8,61,21
81,14,40,57
79,22,51,109
27,7,20,32
54,31,44,29
85,6,62,110
80,0,63,19
1,8,24,79
17,2,30,110
19,21,20,11
76,1,33,5
43,11,59,69
12,44,40,53
78,15,30,1
61,16,28,70
80,35,29,38
54,39,66,101
61,17,24,22
40,28,23,108
32,15,23,6
27,11,44,10
22,13,58,61
73,24,53,93
58,31,62,104
35,40,67,43
4,3,20,23
74,44,67,92
15,28,56,37
34,31,63,49
1,26,34,14
37,28,46,63
27,44,31,3
2,43,38,21
15,33,27,34
70,26,34,49
4,28,62,9
27,31,69,26
63,33,68,11
24,5,43,66
75,6,63,19
64,0,70,56
37,10,38,66
36,22,40,83
56,18,36,99
81,32,39,17
88,34,64,38
54,38,39,50
31,37,68,21
8,27,49,76
20,37,47,6
59,43,24,53
35,30,25,11
34,36,23,89
47,30,22,6
3,17,48,94
5,0,49,105
89,19,67,52
29,31,56,37
18,9,67,97
35,41,59,15
13,15,31,18
42,37,36,71
36,35,41,89
69,26,28,54
45,38,63,64
70,22,41,27
16,9,38,37
62,7,49,75
53,31,58,30
31,29,21,26
40,12,38,102
42,19,47,26
19,25,36,43
36,16,52,43
89,17,56,93
5,45,33,102
42,8,64,74
77,9,69,21
4,39,48,11
75,28,20,21
62,17,29,73
87,35,24,58
11,21,26,31
70,26,31,108
77,34,47,63
37,10,46,106
75,43,23,41
85,43,62,109
67,42,25,81
8,23,23,4
46,15,59,57
24,35,31,16
1,6,56,94
40,1,58,36
82,29,25,58
56,34,31,1
8,37,23,52
71,34,27,17
84,21,33,53
82,7,34,78
16,0,25,55
60,0,38,28
77,8,58,78
90,33,32,43
15,38,35,43
83,30,38,109
14,24,52,54
53,3,51,31
71,20,34,51
25,36,65,77
20,10,58,106
25,10,64,103
67,14,53,36
21,17,29,17
64,32,46,89
58,34,20,15
59,7,26,34
61,45,67,92
43,12,59,32
43,27,29,57
27,41,24,70
48,2,23,48
57,18,47,37
47,33,63,71
71,9,26,81
86,1,50,92
53,34,45,79
73,2,21,68
54,37,52,102
17,1,28,20
40,33,43,6
44,27,38,12
83,38,70,12
37,10,58,87
23,14,47,40
26,6,22,55
56,0,47,19
73,33,58,79
19,25,53,73
1,42,42,90
39,7,50,8
76,5,30,38
47,6,54,16
49,24,26,35
46,25,62,99
50,28,33,17
41,8,52,36
18,36,70,34
62,0,63,14
42,38,41,105
14,4,36,23
80,20,22,23
33,28,24,35
57,15,60,46
69,15,28,32
82,3,35,88
61,36,41,12
5,20,57,39
26,0,50,103
47,10,53,101
82,35,49,18
81,28,24,17
32,25,25,55
30,24,45,93
46,42,42,108
30,34,35,105
72,14,69,34
60,32,27,68
30,12,31,2
58,16,35,51
68,29,25,74
32,36,21,32
6,0,34,24
68,13,47,16
35,41,43,41
7,38,66,21
2,35,66,20
47,6,42,55
58,14,38,9
5,32,56,10
62,20,49,60
52,9,63,40
41,11,67,96
11,42,60,99
83,32,63,26
31,35,53,83
7,19,29,69
38,44,63,55
32,36,47,86
64,3,21,62
51,14,61,45
80,9,68,96
84,2,37,0
65,45,20,19
34,5,62,65
15,9,33,73
55,4,55,46
24,30,69,88
5,36,39,65
21,9,45,15
69,16,23,18
14,29,39,70
62,33,26,15
73,8,28,109
26,41,27,21
81,4,62,27
1,25,30,84
75,9,51,50
41,14,35,45
50,8,31,7
68,20,24,105
28,28,34,22
6,34,41,108
49,43,43,21
63,10,36,54
69,22,38,24
70,30,40,73
46,9,26,57
72,23,55,88
89,34,35,49
59,3,54,98
26,41,34,103
31,2,65,92
32,5,70,19
56,38,39,61
77,30,62,85
7,22,50,25
37,33,36,53
79,16,25,15
7,13,20,40
78,8,63,88
15,6,24,38
70,10,46,67
27,11,67,77
28,33,30,12
71,14,34,83
62,30,46,9
74,13,55,110
44,33,43,59
32,9,37,69
46,28,39,97
39,12,22,4
64,20,29,16
48,15,47,19
55,32,28,48
57,42,29,75
65,45,33,51
47,29,52,96
53,27,63,5
50,41,50,45
38,4,36,66
87,2,39,49
5,11,43,77
68,7,45,59
67,42,40,69
39,33,38,76
2,11,41,63
88,30,67,107
50,21,42,69
27,18,20,21
28,32,68,44
47,17,44,86
6,12,30,99
22,40,41,52
30,11,64,26
12,43,36,52
72,20,26,22
43,35,60,84
18,45,33,12
30,31,58,58
88,10,32,45
12,9,64,27
85,27,41,32
41,43,49,40
31,1,48,24
11,30,63,91
26,6,48,71
11,28,56,50
52,36,26,69
36,31,29,36
81,13,49,91
15,19,58,69
26,37,52,108
33,14,47,25
31,14,46,97
17,5,28,70
35,8,54,106
33,35,48,88
75,7,49,51
36,43,27,64
25,42,37,47
51,29,68,73
55,24,68,49
28,1,58,75
12,15,47,95
84,30,36,46
27,22,54,60
50,0,21,68
67,29,20,63
68,2,23,39
57,32,21,23
24,33,22,110
64,34,70,110
46,7,45,77
8,8,21,97
14,36,41,23
9,10,36,13
21,27,26,11
31,14,38,97
16,35,69,89
86,10,45,79
85,24,43,99
89,3,50,89
30,2,46,18
